-1	-1	-1	-18.7807754348
-1	-1	-2	-16.2747453982
-1	-1	-3	-13.7187838674
-1	-1	-4	-11.3669279172
-1	-1	-5	-9.69890838462
-1	-1	-6	-8.54949704062
-1	-1	-7	-7.74956075017
-1	-1	-8	-7.18365050279
-1	-1	0	-23.9457527651
-1	-1	1	-19.8604332816
-1	-1	2	-17.0339147622
-1	-1	3	-16.4286327799
-1	-1	4	-13.1311914531
-1	-1	5	-10.5820480811
-1	-1	6	-8.98193973329
-1	-1	7	-7.96620414586
-1	-1	8	-7.29228187936
-1	-2	-1	-15.6100895722
-1	-2	-2	-14.217327984
-1	-2	-3	-12.3863318521
-1	-2	-4	-10.6474584769
-1	-2	-5	-9.30328806854
-1	-2	-6	-8.32157055905
-1	-2	-7	-7.61236235972
-1	-2	-8	-7.09785572736
-1	-2	0	-16.4583400497
-1	-2	1	-16.0879184941
-1	-2	2	-14.879573078
-1	-2	3	-13.3716607357
-1	-2	4	-11.5187432527
-1	-2	5	-9.84899850467
-1	-2	6	-8.62719267507
-1	-2	7	-7.77701402835
-1	-2	8	-7.1832390883
-1	-3	-1	-12.9704024195
-1	-3	-2	-12.092002537
-1	-3	-3	-10.9334870096
-1	-3	-4	-9.7685867921
-1	-3	-5	-8.77890902959
-1	-3	-6	-8.00269492025
-1	-3	-7	-7.41325415407
-1	-3	-8	-6.97007421885
-1	-3	0	-13.3694337863
-1	-3	1	-13.1700438646
-1	-3	2	-12.4230631215
-1	-3	3	-11.3491960771
-1	-3	4	-10.1638342875
-1	-3	5	-9.07090296195
-1	-3	6	-8.18875439039
-1	-3	7	-7.52173377559
-1	-3	8	-7.02824085819
-1	-4	-1	-10.977350188
-1	-4	-2	-10.4332946029
-1	-4	-3	-9.70261847918
-1	-4	-4	-8.93377099571
-1	-4	-5	-8.2345935202
-1	-4	-6	-7.65012492609
-1	-4	-7	-7.18284132485
-1	-4	-8	-6.81711573823
-1	-4	0	-11.2067616524
-1	-4	1	-11.0620199374
-1	-4	2	-10.5815917708
-1	-4	3	-9.88597315931
-1	-4	4	-9.11434159587
-1	-4	5	-8.38074224087
-1	-4	6	-7.7518344339
-1	-4	7	-7.24551489823
-1	-4	8	-6.85081796948
-1	-5	-1	-9.51826190723
-1	-5	-2	-9.18566645554
-1	-5	-3	-8.72508601698
-1	-5	-4	-8.21934199021
-1	-5	-5	-7.73419842531
-1	-5	-6	-7.30621251997
-1	-5	-7	-6.94727936387
-1	-5	-8	-6.65484539836
-1	-5	0	-9.65138420809
-1	-5	1	-9.55403329424
-1	-5	2	-9.24977197471
-1	-5	3	-8.80516245404
-1	-5	4	-8.30022918279
-1	-5	5	-7.80276388269
-1	-5	6	-7.3559460528
-1	-5	7	-6.97803499571
-1	-5	8	-6.66984592935
-1	-6	-1	-8.46933238578
-1	-6	-2	-8.26462740313
-1	-6	-3	-7.97213068663
-1	-6	-4	-7.63838447726
-1	-6	-5	-7.30371593056
-1	-6	-6	-6.99471138427
-1	-6	-7	-6.724269919
-1	-6	-8	-6.49544236632
-1	-6	0	-8.54767993191
-1	-6	1	-8.48374139222
-1	-6	2	-8.2906778765
-1	-6	3	-8.00484940497
-1	-6	4	-7.67166584197
-1	-6	5	-7.33199020325
-1	-6	6	-7.01459350831
-1	-6	7	-6.73488744139
-1	-6	8	-6.49769451982
-1	-7	-1	-7.71742646789
-1	-7	-2	-7.58915110256
-1	-7	-3	-7.40064361544
-1	-7	-4	-7.17837981251
-1	-7	-5	-6.94706459869
-1	-7	-6	-6.72508146057
-1	-7	-7	-6.52339527767
-1	-7	-8	-6.34675872639
-1	-7	0	-7.76457519809
-1	-7	1	-7.72230674805
-1	-7	2	-7.59789900599
-1	-7	3	-7.41138926093
-1	-7	4	-7.18875079997
-1	-7	5	-6.95479564584
-1	-7	6	-6.7286408518
-1	-7	7	-6.52221852816
-1	-7	8	-6.34110628719
-1	-8	-1	-7.17465317809
-1	-8	-2	-7.0924529742
-1	-8	-3	-6.96871657286
-1	-8	-4	-6.81873882219
-1	-8	-5	-6.65773055983
-1	-8	-6	-6.49808493121
-1	-8	-7	-6.3482497483
-1	-8	-8	-6.21291257454
-1	-8	0	-7.20373741732
-1	-8	1	-7.1752756835
-1	-8	2	-7.09338056375
-1	-8	3	-6.96932700015
-1	-8	4	-6.81822527515
-1	-8	5	-6.65530249768
-1	-8	6	-6.49318154855
-1	-8	7	-6.34067255484
-1	-8	8	-6.2028206779
-1	0	-1	-19.9585285256
-1	0	-2	-16.2372734749
-1	0	-3	-14.1487984955
-1	0	-4	-11.6438580423
-1	0	-5	-9.84818801324
-1	0	-6	-8.63327254487
-1	0	-7	-7.79906691572
-1	0	-8	-7.21422418867
-1	0	0	-38.9229891906
-1	0	1	-21.1182452189
-1	0	2	-16.3101127208
-1	0	3	-16.4810372354
-1	0	4	-13.9708864769
-1	0	5	-10.9259864812
-1	0	6	-9.13075832296
-1	0	7	-8.04091773725
-1	0	8	-7.33394856383
-1	1	-1	-18.7755060559
-1	1	-2	-16.2251473415
-1	1	-3	-13.7029069437
-1	1	-4	-11.3660439109
-1	1	-5	-9.70021430797
-1	1	-6	-8.55084996003
-1	1	-7	-7.75065899698
-1	1	-8	-7.18450562934
-1	1	0	-23.9092231327
-1	1	1	-19.8512135765
-1	1	2	-17.3041734923
-1	1	3	-20.6856287199
-1	1	4	-13.3576681328
-1	1	5	-10.6408989276
-1	1	6	-9.00575695546
-1	1	7	-7.97795404651
-1	1	8	-7.29884195358
-1	2	-1	-15.6259155604
-1	2	-2	-14.2184937061
-1	2	-3	-12.3862021526
-1	2	-4	-10.6504318551
-1	2	-5	-9.30659042101
-1	2	-6	-8.32433074777
-1	2	-7	-7.61451947178
-1	2	-8	-7.09952318183
-1	2	0	-16.4941623715
-1	2	1	-16.1700459727
-1	2	2	-15.1770755708
-1	2	3	-13.8988579857
-1	2	4	-11.7542492913
-1	2	5	-9.93508996264
-1	2	6	-8.66544542197
-1	2	7	-7.79698358261
-1	2	8	-7.19485482487
-1	3	-1	-13.0007080406
-1	3	-2	-12.1088448571
-1	3	-3	-10.9435080182
-1	3	-4	-9.77567275339
-1	3	-5	-8.78425586006
-1	3	-6	-8.0067513179
-1	3	-7	-7.4163490943
-1	3	-8	-6.97245318339
-1	3	0	-13.4222173631
-1	3	1	-13.2617357763
-1	3	2	-12.5787166773
-1	3	3	-11.5344348166
-1	3	4	-10.2947501193
-1	3	5	-9.14330558864
-1	3	6	-8.22842884737
-1	3	7	-7.54486390563
-1	3	8	-7.04262964729
-1	4	-1	-11.0075967364
-1	4	-2	-10.4531987811
-1	4	-3	-9.71591768581
-1	4	-4	-8.94304636303
-1	4	-5	-8.24133396527
-1	4	-6	-7.65515170892
-1	4	-7	-7.18667035381
-1	4	-8	-6.82007730225
-1	4	0	-11.2520071557
-1	4	1	-11.1270892802
-1	4	2	-10.6666527191
-1	4	3	-9.97655868521
-1	4	4	-9.18933375335
-1	4	5	-8.4330379988
-1	4	6	-7.78607279159
-1	4	7	-7.2679518962
-1	4	8	-6.86589884056
-1	5	-1	-9.5442049984
-1	5	-2	-9.20449601616
-1	5	-3	-8.73867928075
-1	5	-4	-8.22926848106
-1	5	-5	-7.74157975663
-1	5	-6	-7.31180614677
-1	5	-7	-6.95158807259
-1	5	-8	-6.65821759067
-1	5	0	-9.68623719545
-1	5	1	-9.59853184326
-1	5	2	-9.30179442042
-1	5	3	-8.85853151904
-1	5	4	-8.34755119497
-1	5	5	-7.84012763674
-1	5	6	-7.38357734007
-1	5	7	-6.99798879609
-1	5	8	-6.68426176334
-1	6	-1	-8.49056191696
-1	6	-2	-8.28114521045
-1	6	-3	-7.98479373516
-1	6	-4	-7.64807756136
-1	6	-5	-7.31117576465
-1	6	-6	-7.00051400199
-1	6	-7	-6.72883041315
-1	6	-8	-6.49907080752
-1	6	0	-8.57416203803
-1	6	1	-8.5151912082
-1	6	2	-8.32547467753
-1	6	3	-8.04004292027
-1	6	4	-7.70402014052
-1	6	5	-7.3594106625
-1	6	6	-7.03656343079
-1	6	7	-6.75195397816
-1	6	8	-6.51079891624
-1	7	-1	-7.73462821856
-1	7	-2	-7.60323690982
-1	7	-3	-7.41197002242
-1	7	-4	-7.18740995778
-1	7	-5	-6.95426266975
-1	7	-6	-6.73083681957
-1	7	-7	-6.52801510708
-1	7	-8	-6.35050610237
-1	7	0	-7.78496115438
-1	7	1	-7.74544947959
-1	7	2	-7.62274568721
-1	7	3	-7.43636984356
-1	7	4	-7.21222775822
-1	7	5	-6.97557595248
-1	7	6	-6.74620334649
-1	7	7	-6.53661493198
-1	7	8	-6.35270810834
-1	8	-1	-7.18866258391
-1	8	-2	-7.10437038107
-1	8	-3	-6.97866039142
-1	8	-4	-6.82694455956
-1	8	-5	-6.66446654218
-1	8	-6	-6.50360950885
-1	8	-7	-6.35278976221
-1	8	-8	-6.21666520132
-1	8	0	-7.21975322911
-1	8	1	-7.19293190965
-1	8	2	-7.11198931994
-1	8	3	-6.98799246712
-1	8	4	-6.83602879012
-1	8	5	-6.67151679849
-1	8	6	-6.50739521752
-1	8	7	-6.35279343738
